key_titulo	titulo_en	key_descripcion	descripcion_en
Hurston_killcreatureslocation_onetype_multilocation_title_01	Eradicate All Nests	Hurston_killcreatureslocation_onetype_multilocation_desc_01	HURSTON DYNAMICS\nOUTSOURCING DEPARTMENT\n\nCONTRACT: Pest Extermination\nCONTRACTOR AFFILIATION: Independent\nOUTSOURCE MANAGER: G. Livingston\nRISK ASSESSMENT: Medium\nRUSH CONTRACT: No\n\nHurston is seeking a contractor willing to exterminate several nests that have been preventing departments from surveying the relevant caves for resources. We are prepared to offer generous payment for the eradication of these various pests.\n\nFor more information on the animals in question, refer to "The Guide to Stanton Wildlife" in your Journal.\n\n** The information transmitted may contain confidential and/or privileged material. Any review, retransmission, dissemination, or other use of or taking action in reliance upon this information by persons or entities other than the intended recipient is prohibited. **
Hurston_killcreatureslocation_onetype_onelocation_title_01	Exterminate Nest of ~mission(Creature)	Hurston_killcreatureslocation_onetype_onelocation_desc_01	HURSTON DYNAMICS\nOUTSOURCING DEPARTMENT\n\nCONTRACT: Pest Extermination\nCONTRACTOR AFFILIATION: Independent\nOUTSOURCE MANAGER: G. Livingston\nRISK ASSESSMENT: Medium\nRUSH CONTRACT: No\n\nHurston is seeking a contractor willing to exterminate ~mission(Creature) that have taken up residence inside ~mission(location|address). They have become an issue, and we need a professional to resolve the situation. Payment will be sent once the nest has been eliminated.\n\nFor more information on the animals in question, refer to "The Guide to Stanton Wildlife" in your Journal.\n\n** The information transmitted may contain confidential and/or privileged material. Any review, retransmission, dissemination, or other use of or taking action in reliance upon this information by persons or entities other than the intended recipient is prohibited. **
hurston_RetrieveConsignment_title_001	Defend Site and Retrieve Confidential Materials 	hurston_RetrieveConsignment_desc_001	HURSTON DYNAMICS\nOUTSOURCING DEPARTMENT\n\nCONTRACT: Facility Sweep & Package Retrieval\nCONTRACTOR AFFILIATION: Independent\nOUTSOURCE MANAGER: G. Livingston\nRISK ASSESSMENT: High\nRUSH CONTRACT: Yes\n\nHurston has learned that the Nine Tails are attacking ~mission(Location|address). Our on-site forces have suffered heavy casualties and stopped responding to comms. Initial reports indicated that the gang was attempting to obtain confidential material recently delivered to the facility. Thankfully, we have security measures in place that should give us time to respond. We need an operative to head to the facility immediately, retrieve those boxes, and deliver them to a secure location.\n\nYou and whatever backup you choose to bring are authorized to take any actions necessary when confronting the trespassers. Suspects are considered armed and dangerous. Hurston will not provide material support and/or updates regarding the status of the facility's security forces. \n\nThe confidential materials were discreetly delivered alongside other boxes in a consignment and locked in our automated vault with access codes kept on datapads held by senior security staff. However, there’s a strong chance Nine Tails may already have gotten their hands on them. You’ll need to find those datapads and then enter the codes at the package conveyor to retrieve the confidential materials. Payment will be sent once they have been delivered to ~mission(dropoff1|address). \n\n\n** The information transmitted may contain confidential and/or privileged material. Any review, retransmission, dissemination, or other use of or taking action in reliance upon this information by persons or entities other than the intended recipient is prohibited. **
Hurston_searchbody_dc_title_001	Missing Person Report: ~mission(TargetName) 	Hurston_searchbody_dc_desc_001	HURSTON DYNAMICS OUTSOURCING\nCONTRACT: Locate Missing Individual\nOUTSOURCE MANAGER: I. Takao\nRISK ASSESSMENT: Low\n\nThe staff at ~mission(Location|Address) has recently filed a missing persons report for one ~mission(TargetName). They have been missing for several days and were last seen heading to the ~mission(Location).\n\nYou are being contracted to conduct an onsite search for ~mission(TargetName|Last) and see if you can determine their whereabouts. \n\nPayment is dependent on returning a record of their current location, alive or dead.\n\n\n\n\n** The information transmitted may contain confidential and/or privileged material. Any review, retransmission, dissemination or other use of or taking action in reliance upon this information by persons or entities other than the intended recipient is prohibited. **\n
hurston_UGF_defend_E_title_001	Guard Facility Against Threat	hurston_UGF_defend_E_desc_001	HURSTON DYNAMICS\nOUTSOURCING DEPARTMENT\n\nCONTRACT: Facility Protection\nCONTRACTOR AFFILIATION: Independent\nOUTSOURCE MANAGER: T. Spooner\nRISK ASSESSMENT: High\nRUSH CONTRACT: No\n\nA small local gang has been making threats against ~mission(Location|Address) and Hurston Security is seeking a contractor to put together a security team to protect the facility against any incursions.\n\nPayment will be sent once the facility is confirmed to be safe. \n\n\n\n** The information transmitted may contain confidential and/or privileged material. Any review, retransmission, dissemination, or other use of or taking action in reliance upon this information by persons or entities other than the intended recipient is prohibited. **\n
hurston_UGF_defend_title_001	Guard Facility Against Hostiles	hurston_UGF_defend_desc_001	HURSTON DYNAMICS\nOUTSOURCING DEPARTMENT\n\nCONTRACT: Facility Protection\nCONTRACTOR AFFILIATION: Independent\nOUTSOURCE MANAGER: T. Spooner\nRISK ASSESSMENT: High\nRUSH CONTRACT: No\n\nLocal criminals have been making threats against ~mission(Location|Address) and Hurston Security is seeking a contractor to put together a security team to guard the facility against any incursions.\n\nPayment will be sent once the facility is confirmed to be safe. \n\n\n\n** The information transmitted may contain confidential and/or privileged material. Any review, retransmission, dissemination, or other use of or taking action in reliance upon this information by persons or entities other than the intended recipient is prohibited. **\n
hurston_UGF_defend_VH_title_001	Guard Facility Against Dangerous Hostiles	hurston_UGF_defend_VH_desc_001	HURSTON DYNAMICS\nOUTSOURCING DEPARTMENT\n\nCONTRACT: Facility Protection\nCONTRACTOR AFFILIATION: Independent\nOUTSOURCE MANAGER: T. Spooner\nRISK ASSESSMENT: Very High\nRUSH CONTRACT: No\n\nA growing outlaw faction have been making threats against ~mission(Location|Address) and Hurston Security requires a contractor to put together a security team and guard the facility against any incursions.\n\nPayment will be sent once the facility is confirmed to be safe. \n\n\n\n** The information transmitted may contain confidential and/or privileged material. Any review, retransmission, dissemination, or other use of or taking action in reliance upon this information by persons or entities other than the intended recipient is prohibited. **\n
hurston_UGF_destroy_E_title_001	Eliminate Contraband Stash	hurston_UGF_destroy_E_desc_001	HURSTON DYNAMICS\nOUTSOURCING DEPARTMENT\n\nCONTRACT: Contraband Elimination\nCONTRACTOR AFFILIATION: Independent\nOUTSOURCE MANAGER: R. Russel\nRISK ASSESSMENT: Medium\nRUSH CONTRACT: No\n\nLocal thugs have been using ~mission(Location|Address) to manufacture large quantities of contraband. Hurston Security requires a contractor to go to the facility and destroy all contraband being stored there.\n\nPayment will be sent once all the contraband is eliminated. \n\n\n\n** The information transmitted may contain confidential and/or privileged material. Any review, retransmission, dissemination, or other use of or taking action in reliance upon this information by persons or entities other than the intended recipient is prohibited. **\n
hurston_UGF_destroy_H_title_001	Eliminate Narcotic Stash	hurston_UGF_destroy_H_desc_001	HURSTON DYNAMICS\nOUTSOURCING DEPARTMENT\n\nCONTRACT: Contraband Elimination\nCONTRACTOR AFFILIATION: Independent\nOUTSOURCE MANAGER: R. Russel\nRISK ASSESSMENT: Very High\nRUSH CONTRACT: No\n\nA small syndicate have been using ~mission(Location|Address) to manufacture large quantities of highly dangerous narcotics. Hurston Security is seeking a contractor to go to the facility and eliminate all the contraband being stored there.\n\nPayment will be sent once all the contraband is eliminated. \n\n\n\n** The information transmitted may contain confidential and/or privileged material. Any review, retransmission, dissemination, or other use of or taking action in reliance upon this information by persons or entities other than the intended recipient is prohibited. **\n
hurston_UGF_destroy_title_001	Eliminate Drug Stash	hurston_UGF_destroy_desc_001	HURSTON DYNAMICS\nOUTSOURCING DEPARTMENT\n\nCONTRACT: Contraband Elimination\nCONTRACTOR AFFILIATION: Independent\nOUTSOURCE MANAGER: R. Russel\nRISK ASSESSMENT: High\nRUSH CONTRACT: No\n\nLocal criminals have been identified using ~mission(Location|Address) to manufacture large quantities of illegal. Hurston Security requires a contractor to go to the facility and eliminate all contraband being stored there.\n\nPayment will be sent once all the contraband is eliminated. \n\n\n\n** The information transmitted may contain confidential and/or privileged material. Any review, retransmission, dissemination, or other use of or taking action in reliance upon this information by persons or entities other than the intended recipient is prohibited. **\n
hurston_UGF_eliminateall_allies_title_001	Assist in Defending Site	hurston_UGF_eliminateall_allies_desc_001	HURSTON DYNAMICS\nOUTSOURCING DEPARTMENT\n\nCONTRACT: Facility Protection\nCONTRACTOR AFFILIATION: Independent\nOUTSOURCE MANAGER: T. Spooner\nRISK ASSESSMENT: High\nRUSH CONTRACT: No\n\nThe security personnel at ~mission(Location|Address) is being threatened by a local criminal element and Hurston Security is seeking contractors to bolster their defenses and eliminate any hostiles who attempt to breach the site.\n\nNote that you are only cleared to engage with confirmed hostiles. Assaulting any security personnel at the site will result in a breach of contract.\n\nPayment will be sent once the facility is confirmed to be safe. \n\n\n\n** The information transmitted may contain confidential and/or privileged material. Any review, retransmission, dissemination, or other use of or taking action in reliance upon this information by persons or entities other than the intended recipient is prohibited. **\n
hurston_UGF_eliminateall_allies_title_intro	Security Contractor Evaluation	hurston_UGF_eliminateall_allies_desc_intro	HURSTON DYNAMICS\nOUTSOURCING DEPARTMENT\n\nCONTRACT: Facility Protection\nCONTRACTOR AFFILIATION: Independent\nOUTSOURCE MANAGER: T. Spooner\nRISK ASSESSMENT: High\nRUSH CONTRACT: No\n\nA local criminal group has been threatening ~mission(Location|Address) and Hurston Security is seeking contractors to bolster their defenses and eliminate any hostiles who attempt to breach the site.\n\nNote that you are only cleared to engage with confirmed hostiles. Assaulting any security personnel at the site will result in a breach of contract.\n\nPayment will be sent once the facility is confirmed to be safe. Successful completion of this evaluation will allow you to be considered for future work as a security contractor.\n\n\n\n** The information transmitted may contain confidential and/or privileged material. Any review, retransmission, dissemination, or other use of or taking action in reliance upon this information by persons or entities other than the intended recipient is prohibited. **\n
hurston_UGF_eliminateall_allies_title_rehire	Security Contractor Reevaluation	hurston_UGF_eliminateall_allies_desc_rehire	HURSTON DYNAMICS\nOUTSOURCING DEPARTMENT\n\nCONTRACT: Facility Protection\nCONTRACTOR AFFILIATION: Independent\nOUTSOURCE MANAGER: T. Spooner\nRISK ASSESSMENT: High\nRUSH CONTRACT: No\n\nOur department performs periodic reevaluations of past security contractors and have determined that you may be a suitable candidate for possible reinstatement.\n\nTo reclaim your status, Hurston Security is seeking contractors to assist with eliminating a local criminal element threatening ~mission(Location|Address).\n\nNote that you are only cleared to engage with confirmed hostiles. Assaulting any security personnel at the site will result in a breach of contract.\n\nPayment will be sent once the facility is confirmed to be safe. Successful completion of this reevaluation will allow you to be considered for future work as a security contractor.\n\n\n\n** The information transmitted may contain confidential and/or privileged material. Any review, retransmission, dissemination, or other use of or taking action in reliance upon this information by persons or entities other than the intended recipient is prohibited. **\n
